md5,s3_path,lang,lyrics_data
5836b83a6200cacf858384d8dbb4d2d4,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/107300776.mp3,zh-cn,"[[24.38, -1, -1, ""今天我又跟着你""], [29.64, -1, -1, ""你默默含情走长堤""], [35.49, -1, -1, ""长堤的风景诗情画意""], [41.12, -1, -1, ""因为有了我和你""], [46.84, -1, -1, ""虽然野花遍地""], [52.68, -1, -1, ""我看你不会着迷""], [58.05, -1, -1, ""你若象蜂儿乱采蜜""], [63.73, -1, -1, ""不会陪你走长堤""], [80.74, -1, -1, ""夕阳它又照长堤""], [86.48, -1, -1, ""长堤人儿更美丽""], [92.05, -1, -1, ""美丽的人儿相偎相依""], [97.85, -1, -1, ""相偎相依走长堤""], [103.47, -1, -1, ""虽然野花遍地""], [109.12, -1, -1, ""我看你不会着迷""], [114.61, -1, -1, ""你若象蜂儿乱采蜜""], [120.41, -1, -1, ""不会陪你走长堤""], [149.14, -1, -1, ""虽然野花遍地""], [154.96, -1, -1, ""我看你不会着迷""], [160.42, -1, -1, ""你若象蜂儿乱采蜜""], [166.22, -1, -1, ""不会陪你走长堤""]]"
14fb7d7d633c28ed0956849ee1ed7c38,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/102961465.mp3,zh-cn,"[[12.18, -1, -1, ""发现你 或者已经踏入险境""], [17.58, -1, -1, ""揽住你 退避 消失 无影""], [23.09, -1, -1, ""发现你 留的信 偏偏似物证""], [28.41, -1, -1, ""是幻觉 不敢信 或者是我未醒""], [31.3, -1, -1, ""快乐的 相伴的 恋爱的 都已灰暗""], [36.72, -1, -1, ""似患者 我回想 都开心 的余温""], [41.99, -1, -1, ""暗示的 飘渺的 疏远的 给我伤感""], [47.46, -1, -1, ""缺乏你 怎完美 想关心 想追问""], [52.82, -1, -1, ""（DROP）""], [74.13, -1, -1, ""发现我 或者已经失去方向""], [79.65, -1, -1, ""拨乱这 死弦 一度 迷惘""], [84.8, -1, -1, ""隔万里 望不透 不想变遗憾""], [89.91, -1, -1, ""假如我 识穿你再得到你热忱""], [116.64, -1, -1, ""快乐的 相伴的 恋爱的 都已灰暗""], [122.1, -1, -1, ""似患者 我回想 都开心 的余温""], [127.34, -1, -1, ""暗示的 飘渺的 疏远的 给我伤感""], [132.63, -1, -1, ""缺乏你 怎完美 想关心 想追问""], [138.17, -1, -1, ""（DROP）""]]"
d3870cf21deb332b3e7de11d0fd44ee1,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/104794285.mp3,zh-cn,"[[11.86, -1, -1, ""你总是抱怨时间怎么走得那么快""], [14.75, -1, -1, ""你总是说你害怕自己再受到伤害""], [17.93, -1, -1, ""他们说的那些道理其实你都明白""], [21.05, -1, -1, ""如果世界是正常的 那就是你奇怪""], [24.24, -1, -1, ""你可以总是装得那样从容又镇定""], [27.1, -1, -1, ""你总是说在这个年纪还不能认命""], [30.46, -1, -1, ""我知道你这几年翻山又越岭""], [33.37, -1, -1, ""但其实那些又有多少你能看得清""], [36.41, -1, -1, ""你总在害怕失去所以紧紧握住""], [39.88, -1, -1, ""你快要忘记曾经自己多酷""], [42.95, -1, -1, ""想照亮别人 忘记自己迷了路""], [45.91, -1, -1, ""你是最亮那颗星星 即使迷了路""], [51.73, -1, -1, ""任这世界多嘈杂 但你还是你""], [57.81, -1, -1, ""你已经那么聪明 别计较公不公平""], [64.07, -1, -1, ""这个世界那么大 你要去哪里""], [70.69, -1, -1, ""很高兴认识你""], [74.1, -1, -1, ""你说你害怕有天你也成为大多数""], [77.0, -1, -1, ""那年的live house你还记得他多酷""], [80.12, -1, -1, ""地球在转啊转啊转 你gotta move""], [83.33, -1, -1, ""勇敢地告诉她 其实你值得她托付""], [86.58, -1, -1, ""你说你不想尝试没吃过的菜""], [89.15, -1, -1, ""你太期待的结果往往总是太失败""], [92.24, -1, -1, ""拜托你有什么资格去怪他不走心""], [94.9, -1, -1, ""你根本听不进 到最后连你自己都不信""], [99.29, -1, -1, ""你总是聊起从前很少说以后""], [101.52, -1, -1, ""去给你自己的懦弱也找一个理由""], [104.98, -1, -1, ""希望你早就放下当你以后聊起来""], [108.05, -1, -1, ""你也会发着光的 就像是你的男孩""], [114.02, -1, -1, ""任这世界多嘈杂 但你还是你""], [120.11, -1, -1, ""你已经那么聪明 别计较公不公平""], [126.72, -1, -1, ""这个世界那么大 你要去哪里""], [132.89, -1, -1, ""很高兴认识你""], [136.87, -1, -1, ""(我知道你走到今天很不容易)""], [140.15, -1, -1, ""(我知道你很累)""], [143.34, -1, -1, ""(我希望你可以挺住)""], [146.21, -1, -1, ""(也希望你可以开心)""], [149.85, -1, -1, ""(我会记得你那天的样子)""], [152.7, -1, -1, ""(也会记得你那天说过的话)""], [156.18, -1, -1, ""(不论你最后会去到哪里)""], [159.06, -1, -1, ""(很高兴认识你)""], [164.18, -1, -1, ""任这世界多嘈杂 但你还是你""], [170.14, -1, -1, ""你已经那麽聪明 别计较公不公平""], [176.38, -1, -1, ""这个世界那麽大 你要去哪里""], [182.42, -1, -1, ""很高兴认识你""], [188.85, -1, -1, ""任这世界多嘈杂 但你还是你""], [194.96, -1, -1, ""你已经那麽聪明 别计较公不公平""], [201.31, -1, -1, ""这个世界那麽大 你要去哪里""], [207.45, -1, -1, ""很高兴认识你""]]"
8d45f6f2fc6f76c920aec6c9903b1a7c,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/88477056.mp3,zh-cn,"[[0.06, -1, -1, ""为爱献身""], [15.01, -1, -1, ""歌词编辑：果果""], [20.09, -1, -1, ""QQ: 765708831""], [38.33, -1, -1, ""这段缘分也许不被承认""], [41.92, -1, -1, ""可是彼此的爱那么的真""], [45.67, -1, -1, ""错误的时间 遇上对的人""], [49.52, -1, -1, ""没有祝福依然奋不顾身""], [53.73, -1, -1, ""明知不能走入幸福的门""], [57.34, -1, -1, ""短暂快乐便是我的永恒""], [61.23, -1, -1, ""最后你转身 重回她的城""], [65.19, -1, -1, ""我们注定此生有缘无分""], [73.09, -1, -1, ""我不是你最爱的人""], [76.79, -1, -1, ""我的心却陪着你疼""], [80.86, -1, -1, ""因为爱你深所以成全了你们""], [84.46, -1, -1, ""是我最后一次为爱献身""], [88.33, -1, -1, ""我不是你最爱的人""], [92.14, -1, -1, ""我的心却陪着你疼""], [96.14, -1, -1, ""也许这一生我会孤单一个人""], [100.02, -1, -1, ""牺牲自己换来你们完整""], [119.97, -1, -1, ""这段缘分也许不被承认""], [123.38, -1, -1, ""可是彼此的爱那么的真""], [127.0, -1, -1, ""错误的时间 遇上对的人""], [130.84, -1, -1, ""没有祝福依然奋不顾身""], [135.0, -1, -1, ""明知不能走入幸福的门""], [138.77, -1, -1, ""短暂快乐便是我的永恒""], [142.56, -1, -1, ""最后你转身 重回她的城""], [146.47, -1, -1, ""我们注定此生有缘无分""], [154.17, -1, -1, ""我不是你最爱的人""], [158.03, -1, -1, ""我的心却陪着你疼""], [161.8, -1, -1, ""因为爱你深所以成全了你们""], [165.73, -1, -1, ""是我最后一次为爱献身""], [169.6, -1, -1, ""我不是你最爱的人""], [173.42, -1, -1, ""我的心却陪着你疼""], [177.33, -1, -1, ""也许这一生我会孤单一个人""], [181.24, -1, -1, ""牺牲自己换来你们完整""], [185.24, -1, -1, ""我不是你最爱的人""], [189.01, -1, -1, ""我的心却陪着你疼""], [192.86, -1, -1, ""因为爱你深所以成全了你们""], [196.88, -1, -1, ""是我最后一次为爱献身""], [200.66, -1, -1, ""我不是你最爱的人""], [204.49, -1, -1, ""我的心却陪着你疼""], [208.37, -1, -1, ""也许这一生我会孤单一个人""], [212.25, -1, -1, ""牺牲自己换来你们完整""]]"
482f5ebde87062ab8bfafbf980d1a8bb,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/50916456.mp3,zh-cn,"[[21.65, -1, -1, ""搭一张台 抓一副牌""], [26.85, -1, -1, ""拿什么给自己一个交待""], [31.83, -1, -1, ""是见好就收 还是痴心不改""], [37.09, -1, -1, ""该怎么计算 这笔感情的债""], [42.35, -1, -1, ""爱一个人 听一张牌""], [47.79, -1, -1, ""哪一个更让人难舍难拆""], [52.62, -1, -1, ""是珍惜所有 还是继续徘徊""], [57.55, -1, -1, ""若一切重来 还敢不敢推牌""], [63.28, -1, -1, ""多少次望眼欲穿的期待""], [68.45, -1, -1, ""终究是水中捞月的空白""], [73.63, -1, -1, ""要的偏不来 来的甩不开""], [78.73, -1, -1, ""这是意外 还是上天安排""], [84.09, -1, -1, ""多少回手到擒来的精彩""], [89.45, -1, -1, ""却遭遇横刀夺爱的伤害""], [94.55, -1, -1, ""未来好与坏 究竟怎么猜""], [99.58, -1, -1, ""愿赌服输 问你可曾看开""], [125.83, -1, -1, ""爱一个人 听一张牌""], [131.01, -1, -1, ""哪一个更让人难舍难拆""], [135.91, -1, -1, ""是珍惜所有 还是继续徘徊""], [141.15, -1, -1, ""若一切重来 还敢不敢推牌""], [146.77, -1, -1, ""多少次望眼欲穿的期待""], [151.93, -1, -1, ""终究是水中捞月的空白""], [157.12, -1, -1, ""要的偏不来 来的甩不开""], [162.34, -1, -1, ""这是意外 还是上天安排""], [167.62, -1, -1, ""多少回手到擒来的精彩""], [172.88, -1, -1, ""却遭遇横刀夺爱的伤害""], [178.03, -1, -1, ""未来好与坏 究竟怎么猜""], [183.14, -1, -1, ""愿赌服输 问你可曾看开""], [188.63, -1, -1, ""多少次望眼欲穿的期待""], [193.88, -1, -1, ""终究是水中捞月的空白""], [198.75, -1, -1, ""要的偏不来 来的甩不开""], [204.19, -1, -1, ""这是意外 还是上天安排""], [209.65, -1, -1, ""多少回手到擒来的精彩""], [214.39, -1, -1, ""却遭遇横刀夺爱的伤害""], [219.98, -1, -1, ""未来好与坏 究竟怎么猜""], [225.18, -1, -1, ""愿赌服输 问你可曾看开""], [230.28, -1, -1, ""愿赌服输 问你可曾看开""]]"
3213550cda33064e3f481d62d39c848a,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/32435866.mp3,zh-cn,"[[35.12, -1, -1, ""浪人吹奏的牧笛 像漩涡把我捲进去""], [39.93, -1, -1, ""灵魂的旋律""], [43.82, -1, -1, ""传说的钢琴森林 提琴手站过的屋顶""], [48.51, -1, -1, ""我要去寻觅""], [52.89, -1, -1, ""蝴蝶需要一次蜕变""], [57.21, -1, -1, ""才有可能换来惊艳""], [61.43, -1, -1, ""现实梦境怎么分辨""], [65.17, -1, -1, ""相似的脸 不同的世界""], [69.75, -1, -1, ""白与黑 无所谓""], [72.33, -1, -1, ""我和自己作对""], [74.82, -1, -1, ""不让梦枯萎""], [78.58, -1, -1, ""错或对 不是罪""], [81.09, -1, -1, ""没有什么绝对""], [83.4, -1, -1, ""我跨越 不存在的界限""], [105.13, -1, -1, ""我没有翅膀飞行 只有梦中的六弦琴""], [109.36, -1, -1, ""能呼风唤雨""], [113.66, -1, -1, ""是巫女或是精灵 我拉着弓让梦进行""], [118.19, -1, -1, ""换你的共鸣""], [122.62, -1, -1, ""蝴蝶需要一次蜕变""], [126.88, -1, -1, ""才有可能换来惊艳""], [131.19, -1, -1, ""现实梦境怎么分辨""], [134.86, -1, -1, ""相似的脸 不同的世界""], [139.63, -1, -1, ""白与黑 无所谓""], [142.13, -1, -1, ""我和自己作对""], [144.44, -1, -1, ""不让梦枯萎""], [148.37, -1, -1, ""错或对 不是罪""], [150.96, -1, -1, ""没有什么绝对""], [153.5, -1, -1, ""我跨越 不存在的界限""], [190.48, -1, -1, ""白与黑 无所谓""], [194.73, -1, -1, ""不让梦枯萎""], [198.46, -1, -1, ""错或对 不是罪""], [200.9, -1, -1, ""没有什么绝对""], [203.47, -1, -1, ""我跨越 不存在的界限""], [207.38, -1, -1, ""白与黑 无所谓""], [209.71, -1, -1, ""我和自己作对""], [212.27, -1, -1, ""不让梦枯萎""], [216.0, -1, -1, ""错或对 不是罪""], [218.55, -1, -1, ""没有什么绝对""], [221.04, -1, -1, ""我粉碎 不存在的界限""]]"
1185fadab64e928a0d30de303efd1de4,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/94912482.mp3,zh-cn,"[[3.97, -1, -1, ""Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水""], [13.45, -1, -1, ""Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水... 水... 水...""], [24.59, -1, -1, ""早上好中国 现在我有冰淇淋 我很喜欢冰淇淋但是 速度与激情9 比冰淇淋""], [32.68, -1, -1, ""Super Idol的笑""], [41.43, -1, -1, ""冰-冰-冰-冰-冰淇淋""], [51.46, -1, -1, ""Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水""], [64.0, -1, -1, ""早上好中国 现在我有冰-冰-冰淇淋""], [104.37, -1, -1, ""Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水... 水... 水...""], [115.78, -1, -1, ""(早上好中国)""], [116.41, -1, -1, ""水... 水... 水... 水... 水... 水... 水""], [131.87, -1, -1, ""冰... 冰-冰-冰-冰-.冰淇淋""], [133.2, -1, -1, ""Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水""], [147.65, -1, -1, ""冰-冰-冰淇淋""], [152.24, -1, -1, ""Super Idol的笑""], [162.05, -1, -1, ""Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水""]]"
df2988c9f443863aeba901cf1cf83b92,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/42558750.mp3,zh-cn,"[[32.94, -1, -1, ""请你还给我 请你把钱还给我""], [35.71, -1, -1, ""不要一拖再拖的反复的折磨我""], [38.91, -1, -1, ""还给我 请你还给我""], [41.69, -1, -1, ""不要一拖再拖的反复的折磨我""], [44.82, -1, -1, ""请你还给我 请你把钱还给我""], [47.63, -1, -1, ""不要一拖再拖的反复的折磨我""], [50.8, -1, -1, ""还给我 请你还给我""], [53.54, -1, -1, ""不要一拖再拖的反复的折磨我""], [56.95, -1, -1, ""几年前那让人无法忘记的一天""], [59.6, -1, -1, ""你面容憔悴神情疲惫来到我的面前""], [62.63, -1, -1, ""诉说你的不幸和不平的遭遇""], [65.22, -1, -1, ""乞求我在你困难的时候伸手把你拉拉""], [68.55, -1, -1, ""我出于对朋友的同情我狠了一下心""], [71.53, -1, -1, ""拿出所有的积蓄私房全部借给你""], [74.86, -1, -1, ""你感激流涕眼含热泪向我把誓发""], [78.01, -1, -1, ""诅咒般的说半年不还我就是王八""], [92.1, -1, -1, ""两年后我苦口催你快点把钱还我""], [95.66, -1, -1, ""买房看病日子困难不知该如何生活""], [98.89, -1, -1, ""你不紧不慢一再推脱延长期限""], [101.89, -1, -1, ""到后来竟然傲慢无理经常不接来电""], [104.66, -1, -1, ""偶然碰见我好言相劝请你快点还""], [107.84, -1, -1, ""你极不耐烦冷潮热讽一顿挖苦刁难""], [110.74, -1, -1, ""你一再失言我强装笑脸受你言语冷淡""], [113.95, -1, -1, ""怎么我成了孙子 你倒成了爷""], [128.05, -1, -1, ""请你把钱还给我""], [134.29, -1, -1, ""不要一再折磨我""], [141.05, -1, -1, ""光阴似箭时光如梭转眼三年多""], [143.71, -1, -1, ""我父母年迈孩子上学日子也得过活""], [146.97, -1, -1, ""你欠钱不还遛之大吉从此不在出现""], [149.82, -1, -1, ""杳无音讯如人间蒸发变成了一缕清烟""], [152.72, -1, -1, ""我苦闷无助失落彷徨完全失去了方向""], [155.65, -1, -1, ""我背负重担经济困难几近崩溃流浪""], [158.66, -1, -1, ""恨自己衷肠豪爽慷慨为你帮忙""], [161.88, -1, -1, ""被你欺骗被你折磨被你无情的刺伤""], [165.19, -1, -1, ""请你还给我 请你把钱还给我""], [167.59, -1, -1, ""不要一拖再拖的反复的折磨我""], [171.02, -1, -1, ""还给我 请你还给我""], [173.43, -1, -1, ""不要一拖再拖的反复的折磨我""], [176.99, -1, -1, ""请你还给我 请你把钱还给我""], [179.68, -1, -1, ""不要一拖再拖的反复的折磨我""], [182.91, -1, -1, ""还给我 请你还给我""], [185.61, -1, -1, ""不要一拖再拖的反复的折磨我""], [188.36, -1, -1, ""(请你把钱还给我) 你道德沦丧你何以为人友""], [194.54, -1, -1, ""(不要一再折磨我) 你荣辱颠倒你良心何安""], [200.16, -1, -1, ""(请你把钱还给我) 你堂而皇之你就心安理得""], [206.32, -1, -1, ""(不要一再折磨我)""], [212.96, -1, -1, ""把钱还给我""], [219.06, -1, -1, ""请把钱还给我""], [224.99, -1, -1, ""把钱还给我""], [231.37, -1, -1, ""请你把钱还给我""], [236.27, -1, -1, ""请你把钱还给我""], [242.28, -1, -1, ""不要一再折磨我""], [248.16, -1, -1, ""请你把钱还给我""], [254.12, -1, -1, ""不要一再折磨我""], [260.81, -1, -1, ""请你还给我 请你把钱还给我""], [263.65, -1, -1, ""不要一拖再拖的反复的折磨我""], [266.84, -1, -1, ""还给我 请你还给我""], [269.59, -1, -1, ""不要一拖再拖的反复的折磨我""], [272.95, -1, -1, ""把 钱 还 给 我""]]"
25509fdedba774d848b62c91666f0218,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/52084368.mp3,zh-cn,"[[29.94, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [35.61, -1, -1, ""时针它不停在转动""], [41.23, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [47.16, -1, -1, ""小雨她拍打着水花""], [52.95, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [59.05, -1, -1, ""是不是还会牵挂他""], [64.7, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [70.57, -1, -1, ""有几滴眼泪已落下""], [79.31, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [85.39, -1, -1, ""寂寞的夜和谁说话""], [90.96, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [97.28, -1, -1, ""伤心的泪儿谁来擦""], [102.87, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [108.22, -1, -1, ""整理好心情再出发""], [114.52, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [120.57, -1, -1, ""还会有人把你牵挂""], [152.47, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [158.34, -1, -1, ""寂寞的夜和谁说话""], [164.16, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [169.91, -1, -1, ""伤心的泪儿谁来擦""], [175.96, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [181.78, -1, -1, ""整理好心情再出发""], [187.56, -1, -1, ""嘀嗒嘀嗒嘀嗒嘀嗒""], [193.65, -1, -1, ""还会有人把你牵挂""]]"
f6520e1f678623c012585ee556d2738f,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/108101216.mp3,zh-tw,"[[2.77, -1, -1, ""你像煙火一樣絢爛""], [6.92, -1, -1, ""你像春風一樣纏綿""], [9.93, -1, -1, ""你的笑聲如歌 聽了一聲""], [14.22, -1, -1, ""人間到處是春天""], [17.71, -1, -1, ""你像星光一樣浪漫""], [22.09, -1, -1, ""你像晚霞一樣燦爛""], [24.91, -1, -1, ""你的微笑如酒 只看一眼""], [29.53, -1, -1, ""讓我醉倒在人間""], [52.27, -1, -1, ""生命是一幅美麗的畫卷""], [56.05, -1, -1, ""每天都是精彩的詩篇""], [59.72, -1, -1, ""所有的美好 因為與你相見""], [63.02, -1, -1, ""所有長情 都是對你思念""], [67.38, -1, -1, ""坎坷在相守的面前平淡""], [71.3, -1, -1, ""起伏只是幸福的鋪墊""], [74.7, -1, -1, ""再美的山水 比不上你容顏""], [78.53, -1, -1, ""再多讚美 不及你的側臉""], [85.26, -1, -1, ""你像煙火一樣絢爛""], [89.36, -1, -1, ""你像春風一樣纏綿""], [92.49, -1, -1, ""你的笑聲如歌 聽了一聲""], [96.92, -1, -1, ""人間到處是春天""], [100.28, -1, -1, ""你像星光一樣浪漫""], [104.28, -1, -1, ""你像晚霞一樣燦爛""], [107.56, -1, -1, ""你的微笑如酒 只看一眼""], [111.93, -1, -1, ""讓我醉倒在人間""], [134.83, -1, -1, ""坎坷在相守的面前平淡""], [138.64, -1, -1, ""起伏只是幸福的鋪墊""], [142.18, -1, -1, ""再美的山水 比不上你容顏""], [146.05, -1, -1, ""再多讚美 不及你的側臉""], [152.79, -1, -1, ""你像煙火一樣絢爛""], [156.78, -1, -1, ""你像春風一樣纏綿""], [159.93, -1, -1, ""你的笑聲如歌 聽了一聲""], [164.26, -1, -1, ""人間到處是春天""], [167.8, -1, -1, ""你像星光一樣浪漫""], [171.87, -1, -1, ""你像晚霞一樣燦爛""], [174.98, -1, -1, ""你的微笑如酒 只看一眼""], [179.31, -1, -1, ""讓我醉倒在人間""], [184.57, -1, -1, ""你像煙火一樣絢爛""], [188.8, -1, -1, ""你像春風一樣纏綿""], [191.75, -1, -1, ""你的笑聲如歌 聽了一聲""], [196.14, -1, -1, ""人間到處是春天""], [199.75, -1, -1, ""你像星光一樣浪漫""], [203.87, -1, -1, ""你像晚霞一樣燦爛""], [206.97, -1, -1, ""你的微笑如酒 只看一眼""], [211.34, -1, -1, ""讓我醉倒在人間""], [218.97, -1, -1, ""讓我醉倒在人間""]]"
4410a2cbbd42d5e42d7378ac8f4c1eba,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/85228290.mp3,zh-cn,"[[16.35, -1, -1, ""孤烟起城关边 谁的疆界""], [21.68, -1, -1, ""五彩壁画精绝""], [23.32, -1, -1, ""封存的记忆点 看流沙漫天""], [28.42, -1, -1, ""每当月色西沉 惊鸿一瞥""], [35.73, -1, -1, ""逾越千年时间""], [38.78, -1, -1, ""百转千回 抵不住思念""], [43.43, -1, -1, ""遗落的道别 憾席卷 想重回 惧更迭""], [49.8, -1, -1, ""无尽的昼夜 恨无邪 泪哽咽""], [56.22, -1, -1, ""我在境地等风来""], [62.63, -1, -1, ""等待手心的青睐""], [64.98, -1, -1, ""你是一场意外""], [67.77, -1, -1, ""存在我的脑海""], [71.35, -1, -1, ""我在境地等风来""], [76.39, -1, -1, ""等待爱被你打开""], [79.03, -1, -1, ""爬在眉间的倦怠""], [84.87, -1, -1, ""淹没在尘埃""], [112.16, -1, -1, ""楼兰的城关边 谁的疆界""], [121.35, -1, -1, ""五彩壁画精绝""], [124.93, -1, -1, ""封存的记忆点 看流沙漫天""], [127.65, -1, -1, ""每当月色西沉 惊鸿一瞥""], [134.94, -1, -1, ""逾越千年时间""], [137.9, -1, -1, ""百转千回 抵不住思念""], [142.46, -1, -1, ""遗落的道别 憾席卷 想重回 惧更迭""], [149.48, -1, -1, ""无尽的昼夜 恨无邪 泪哽咽""], [155.81, -1, -1, ""我在境地等风来""], [161.18, -1, -1, ""等待手心的青睐""], [164.95, -1, -1, ""你是一场意外""], [167.51, -1, -1, ""存在我的脑海""], [170.93, -1, -1, ""我在境地等风来""], [175.81, -1, -1, ""等待爱被你打开""], [179.37, -1, -1, ""爬在眉间的倦怠""], [184.09, -1, -1, ""淹没在尘埃""], [202.39, -1, -1, ""我在境地等风来""], [204.59, -1, -1, ""等待手心的青睐""], [207.32, -1, -1, ""你是一场意外""], [209.93, -1, -1, ""存在我的脑海""], [213.38, -1, -1, ""我在境地等风来""], [218.35, -1, -1, ""等待爱被你打开""], [221.74, -1, -1, ""爬在眉间的倦怠""], [226.3, -1, -1, ""淹没在尘埃""]]"
589d73f63ecffe485cbfaa3e2456b374,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/110798034.mp3,zh-cn,"[[12.32, -1, -1, ""大本钟早已响起 午夜的消息""], [17.77, -1, -1, ""高跟鞋配上暴雨 难过又美丽""], [22.82, -1, -1, ""灯光在扑朔迷离 危险的气息""], [27.53, -1, -1, ""沉睡在纸醉金迷 消失的彻底""], [32.15, -1, -1, ""诶呀诶呀 怎么忘了我是其中的一个""], [37.94, -1, -1, ""在每一天都扮演上天安排的角色""], [42.59, -1, -1, ""诶呀诶呀 怎么忘了付出爱情的代价""], [48.49, -1, -1, ""你别再问了 想要答案就去看看吧""], [53.29, -1, -1, ""那些孤独的人啊 夜晚是否还回家""], [58.46, -1, -1, ""那些灵魂早已 无处安放 流浪到天涯""], [63.66, -1, -1, ""那些无声的回答 眼泪一滴滴落下""], [68.94, -1, -1, ""谁能给我安慰 抚平伤悲 就带我走吧""], [85.74, -1, -1, ""歌厅里忽然响起Bossa的舞步""], [90.74, -1, -1, ""没有人还能记起白日的痛楚""], [95.92, -1, -1, ""昏暗的灯光配上Whiskey的度数""], [100.67, -1, -1, ""打碎了人们清醒设下的意图""], [105.18, -1, -1, ""诶呀诶呀 怎么忘了我是其中的一个""], [110.8, -1, -1, ""在每一天都扮演上天安排的角色""], [115.64, -1, -1, ""诶呀诶呀 怎么忘了付出爱情的代价""], [121.6, -1, -1, ""你别再问了 想要答案就去看看吧""], [126.37, -1, -1, ""那些孤独的人啊 夜晚是否还回家""], [131.47, -1, -1, ""那些灵魂早已 无处安放 流浪到天涯""], [136.77, -1, -1, ""那些无声的回答 眼泪一滴滴落下""], [141.97, -1, -1, ""谁能给我安慰 抚平伤悲 就带我走吧""], [148.63, -1, -1, ""那些孤独的人啊 夜晚是否还回家""], [153.8, -1, -1, ""那些灵魂早已 无处安放 流浪到天涯""], [158.94, -1, -1, ""那些无声的回答 眼泪一滴滴落下""], [164.1, -1, -1, ""谁能给我安慰 抚平伤悲 就带我走吧""], [170.42, -1, -1, ""就带我走吧""]]"
a2dc0b6508743273e14449a7733eb6d6,datasets/audiodomain/music_bitrate_in_kbps_320_zc_1/77436331.mp3,zh-cn,"[[15.55, -1, -1, ""深深的话语""], [18.87, -1, -1, ""虽然不再说""], [22.6, -1, -1, ""虽然你和我""], [26.07, -1, -1, ""也曾分别过""], [30.03, -1, -1, ""但我走""], [31.8, -1, -1, ""或我留""], [33.68, -1, -1, ""或结识新的朋友""], [37.06, -1, -1, ""依然我回头""], [40.82, -1, -1, ""你微笑着""], [43.8, -1, -1, ""说我""], [47.25, -1, -1, ""别忐忑""], [50.71, -1, -1, ""懂珍惜""], [54.47, -1, -1, ""懂舍得""], [58.81, -1, -1, ""像冷和热才完整一段心得""], [65.16, -1, -1, ""像这歌""], [68.39, -1, -1, ""低唱高合""], [71.69, -1, -1, ""萦绕我""], [101.67, -1, -1, ""深深的话语""], [105.1, -1, -1, ""虽然不再说""], [108.73, -1, -1, ""虽然你和我""], [112.31, -1, -1, ""也曾分别过""], [115.91, -1, -1, ""但你说""], [118.28, -1, -1, ""我懂""], [119.9, -1, -1, ""我们便是朋友""], [123.05, -1, -1, ""像一段老歌""], [126.75, -1, -1, ""还回荡着""], [144.76, -1, -1, ""像冷和热才完整一段心得""], [151.16, -1, -1, ""像这歌""], [154.58, -1, -1, ""低唱高合""], [157.62, -1, -1, ""萦绕我""], [164.62, -1, -1, ""萦绕我""], [171.93, -1, -1, ""萦绕我""], [187.58, -1, -1, ""深深的话语""], [190.93, -1, -1, ""虽然不再说""]]"
